Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ZNF174,Zinc finger protein 174,48252,0.00703105942784298,0.00294420808101239,0.0012604115890587,0.0128017072666273,0.0169451789645112
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ANGPT2,Angiopoietin-2,52163,0.0072847265828531,0.00305504064263687,0.00129684692328484,0.0132726062424214,0.0171104820403993
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CXCL6,C-X-C motif chemokine 6,52231,0.0145676041337302,0.00611142863044528,0.00258920401805746,0.026546004249403,0.0171490038402555
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,IGFBP1,Insulin-like growth factor-binding protein 1,52216,0.0243016805191751,0.0102209343658986,0.00426864916201388,0.0443347118763364,0.0174318409196852
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,NMI,N-myc-interactor,48684,0.0139436432785357,0.00587207593993984,0.00243437443625357,0.0254529121208178,0.0175788420017282
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,AREG,Amphiregulin,51847,0.00755899491566527,0.00318774072366444,0.00131102309728297,0.0138069667340476,0.017735163060442
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SAT2,Thialysine N-epsilon-acetyltransferase,48486,0.013139475617072,0.00554545659371719,0.00227038069338627,0.0240085705407577,0.0178258504705476
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TCN1,Transcobalamin-1,48471,0.00662894455051809,0.00280114459975082,0.00113870113500649,0.0121191879660297,0.0179660871743323
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,RAB44,Ras-related protein Rab-44,48767,0.00906062465495229,0.00382910289450235,0.00155558298172769,0.0165656663281769,0.0179785767733503
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,IL6ST,Interleukin-6 receptor subunit beta,51955,0.00336267216823389,0.00142170592196134,0.00057612856118966,0.00614921577527812,0.0180266356779919
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ARID3A,AT-rich interactive domain-containing protein 3A,48195,0.00771105439326925,0.00326239467492661,0.0013167608304131,0.0141053479561254,0.0181071705725779
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,RANBP1,Ran-specific GTPase-activating protein,48283,0.00996021183060944,0.00421489113614823,0.0016990252037589,0.01822139845746,0.0181324139103043
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PKLR,Pyruvate kinase PKLR,51965,0.0123713670660988,0.00523833611814896,0.00210422827452687,0.0226385058576708,0.0181996187727918
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,OFD1,Oral-facial-digital syndrome 1 protein,48486,0.0124091075979867,0.00525902574034413,0.00210141714691216,0.0227167980490612,0.0183050965936174
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,GDF2,Growth/differentiation factor 2,51955,0.00679380105941971,0.00288000443538068,0.00114899236607358,0.0124386097527658,0.0183346613238469
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TIGAR,"Fructose-2,6-bisphosphatase TIGAR",51415,0.009028896849343,0.00383455587114734,0.00151316734189421,0.0165446263567918,0.0185504072277501
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ACYP1,Acylphosphatase-1,48318,0.0124766729774963,0.00530448032864443,0.00207989153335326,0.0228734544216394,0.0186774879513928
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,LAMP1,Lysosome-associated membrane glycoprotein 1,48304,0.00518585867836062,0.00221027871780068,0.000853712391471288,0.00951800496524996,0.0189734156925394
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,LRRN1,Leucine-rich repeat neuronal protein 1,51550,-0.00769817823748314,0.00328305556453489,-0.0141329671439715,-0.00126338933099476,0.0190446813198089
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PYDC1,Pyrin domain-containing protein 1,48283,0.00764347788966686,0.00326278109084118,0.00124842695161814,0.0140385288277156,0.0191584416799486
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CA3,Carbonic anhydrase 3,52216,0.0113608090882905,0.00485287829044919,0.00184916763901011,0.0208724505375709,0.0192380939546859
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,FLT3LG,Fms-related tyrosine kinase 3 ligand,52231,0.00664574146005806,0.00284001370951636,0.00107931458940599,0.0122121683307101,0.0192900287595576
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,LTBP2,Latent-transforming growth factor beta-binding protein 2,52250,0.00599029747779177,0.00256329338247598,0.000966242448138858,0.0110143525074447,0.0194499024029329
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,KYAT1,Kynurenine--oxoglutarate transaminase 1,51918,0.0107359943533295,0.00460212551724803,0.00171582833952335,0.0197561603671356,0.0196653258343104
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,EVI2B,Protein EVI2B,48131,0.00729921366931909,0.00313867617177062,0.00114740837264867,0.0134510189659895,0.0200516461179198
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TRIM21,E3 ubiquitin-protein ligase TRIM21,51933,0.0136809569380044,0.00591143584943694,0.00209454267310798,0.0252673712029008,0.0206587898495264
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TIMP2,Metalloproteinase inhibitor 2,48840,0.00497594193651281,0.00215067336977533,0.000760622131753155,0.00919126174127246,0.0206959645558032
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PRSS22,Brain-specific serine protease 4,48252,0.00652866253782073,0.00282482211202387,0.000992011198253933,0.0120653138773875,0.0208334019307068
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,51531,0.00587244276865718,0.00254460056962062,0.000885025652200767,0.0108598598851136,0.0210188232196631
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,FOXJ3,Forkhead box protein J3,48252,0.00854038167888771,0.0037281486605024,0.001233210304303,0.0158475530534724,0.021986470923201
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,NUDT5,ADP-sugar pyrophosphatase,51969,0.00925219355079585,0.00405069638724566,0.00131282863179435,0.0171915584697973,0.0223746112186885
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CC2D1A,Coiled-coil and C2 domain-containing protein 1A,51761,0.0136000910908308,0.00596054646352253,0.00191742002232666,0.025282762159335,0.0225169590799047
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,RNASE1,Ribonuclease pancreatic,48865,0.00460773865993507,0.00202321272276251,0.000642241723320554,0.00857323559654958,0.022770538110336
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CSF3,Granulocyte colony-stimulating factor,51550,0.00889885271811479,0.00391923617270471,0.00121714981961356,0.016580555616616,0.0231829797574246
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MEPE,Matrix extracellular phosphoglycoprotein,51928,-0.0043533829416909,0.00191818325139392,-0.00811302211442299,-0.00059374376895881,0.0232449325230527
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MDK,Midkine,51944,0.00944310378724436,0.00416444640809951,0.00128078882736933,0.0176054187471194,0.0233655530511173
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SSNA1,Sjoegren syndrome nuclear autoantigen 1,48778,0.00938390197322608,0.00414053008577422,0.0012684630051086,0.0174993409413436,0.0234403327471914
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,IL1R1,Interleukin-1 receptor type 1,51927,0.00429998443016214,0.00190139549642983,0.000573249257159679,0.00802671960316459,0.0237381785943697
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,AHSP,Alpha-hemoglobin-stabilizing protein,51926,0.0150768507511873,0.00668808286518985,0.00196820833541518,0.0281854931669594,0.024187427768029
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CCL16,C-C motif chemokine 16,52250,-0.00951485394763102,0.0042269213624563,-0.0177996198180454,-0.00123008807721666,0.0243938727111255
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,RPL14,60S ribosomal protein L14,48283,0.00718025910209841,0.00319121767643288,0.000925472456289966,0.0134350457479069,0.0244595594625462
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,HNRNPK,Heterogeneous nuclear ribonucleoprotein K,51451,0.0143545502105472,0.00637992478927116,0.00184989762357573,0.0268592027975187,0.0244612112899493
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ATG4A,Cysteine protease ATG4A,51406,0.0108486823037215,0.00482508061033074,0.00139152430747321,0.0203058402999697,0.0245605860265261
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PSMD9,26S proteasome non-ATPase regulatory subunit 9,51847,0.0101073490779584,0.00449554106999452,0.00129608858076911,0.0189186095751476,0.0245660544557587
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PLIN3,Perilipin-3,51955,0.00784056159799443,0.00348793664216516,0.00100420577935072,0.0146769174166381,0.0245913301559947
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ATP6V1G1,V-type proton ATPase subunit G 1,48283,0.0132024569141711,0.0058844330633494,0.00166896811000627,0.0247359457183359,0.0248676587156702
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ANKRD54,Ankyrin repeat domain-containing protein 54,51406,0.0104545727829377,0.0046625876715755,0.00131590094664975,0.0195932446192257,0.0249563753959861
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,48794,0.0156839690694415,0.00699601649993503,0.00197177672956887,0.0293961614093142,0.0249823486058235
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,DPP4,Dipeptidyl peptidase 4,51544,-0.00504565197654919,0.00225451732240888,-0.00946450592847059,-0.000626798024627783,0.0252293896489421
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MAD1L1,Mitotic spindle assembly checkpoint protein MAD1,51689,0.00927863265772003,0.00414723207025404,0.00115005780002211,0.017407207515418,0.0252757637466276
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TJP3,Tight junction protein ZO-3,48195,0.00741971818702926,0.0033247864697739,0.00090313670627242,0.0139362996677861,0.025650193872686
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,AMPD3,AMP deaminase 3,48794,0.0127460180899996,0.00571557006440366,0.00154350076376843,0.0239485354162308,0.0257549422053595
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CA2,Carbonic anhydrase 2,51892,0.0123109520368893,0.00552920722572919,0.00147370587446009,0.0231481981993185,0.0259881514460193
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,LGALS3,Galectin-3,52032,-0.00537375159528429,0.0024138434565762,-0.0101048847701736,-0.000642618420394935,0.0260087814721266
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,RBKS,Ribokinase,51420,0.00916159189097568,0.00412013312001985,0.00108613097573678,0.0172370528062146,0.0261840761514654
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,HIP1R,Huntingtin-interacting protein 1-related protein,48755,0.00826130365831384,0.00372007183010951,0.000969962871299203,0.0155526444453285,0.0263798080480432
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TDP1,Tyrosyl-DNA phosphodiesterase 1,48767,0.0130920777094976,0.00590402385940355,0.00152019094506666,0.0246639644739286,0.0266011476798792
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,NRTN,Neurturin,51550,0.00908295249986311,0.00409724793125059,0.00105234655461195,0.0171135584451143,0.0266436340406757
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,HAGH,"Hydroxyacylglutathione hydrolase, mitochondrial",52099,0.0125788328319994,0.00569312602807621,0.00142030581697001,0.0237373598470287,0.0271510651976851
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,FGR,Tyrosine-protein kinase Fgr,51447,0.0110723664618004,0.00501634082752232,0.00124033843985661,0.0209043944837441,0.027305830939797
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,REN,Renin,51955,0.0143880465227749,0.00652807993254588,0.00159300985498496,0.0271830831905648,0.027532357272848
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SMPDL3A,Acid sphingomyelinase-like phosphodiesterase 3a,51999,0.011821319474145,0.005378862927009,0.00127874813720734,0.0223638908110826,0.0279777022663723
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,LMNB2,Lamin-B2,48794,0.00509913239351918,0.00232145616764746,0.000549078304930153,0.0096491864821082,0.0280658389740632
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SLITRK1,SLIT and NTRK-like protein 1,48252,0.00585609821188227,0.00266976373140414,0.000623361298330144,0.0110888351254344,0.0282838153846428
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CKB,Creatine kinase B-type,48854,0.0101427430635391,0.00462880565153138,0.00107028398653762,0.0192152021405406,0.0284470454906761
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,IGSF21,Immunoglobulin superfamily member 21,48283,0.00702525258441428,0.003214952984846,0.000723944734116119,0.0133265604347124,0.0288873625673756
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TPP1,Tripeptidyl-peptidase 1,51774,0.00830222695341361,0.00379954769234279,0.000855113476421736,0.0157493404304055,0.0288946726866571
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CLSTN3,Calsyntenin-3,48794,0.00529979764791075,0.00242885144291353,0.000539248819800232,0.0100603464760213,0.0291196878590528
